impl,phase,n,gamma,threads,trial,ms,seed,offset,seed_index,key_mode,fastrange_mode
bbhash-cpp,build,4096,1.150000,1,3,3.031340,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,4096,1.150000,1,4,2.813700,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,4096,1.150000,1,5,2.788739,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,4096,1.150000,1,6,2.764290,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,4096,1.150000,1,0,0.138680,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,4096,1.150000,1,1,0.102600,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,4096,1.150000,1,2,0.083240,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,4096,1.150000,1,3,0.077000,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,4096,1.150000,1,4,0.075020,4870315401550313391,11131921045574106320,0,multiplicative,na
better-mphf,build,4096,1.150000,1,0,0.157690,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,4096,1.150000,1,1,0.140900,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,4096,1.150000,1,2,0.151540,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,4096,1.150000,1,3,0.139140,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,4096,1.150000,1,4,0.130540,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,4096,1.150000,1,5,0.130220,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,4096,1.150000,1,6,0.129730,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,4096,1.150000,1,0,0.251600,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,4096,1.150000,1,1,0.227130,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,4096,1.150000,1,2,0.148160,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,4096,1.150000,1,3,0.125590,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,4096,1.150000,1,4,0.120260,4870315401550313391,11131921045574106320,0,multiplicative,mul64
boomphf-rust,build,8192,1.150000,1,0,0.240230,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,8192,1.150000,1,1,0.209310,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,8192,1.150000,1,2,0.163430,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,8192,1.150000,1,3,0.134380,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,8192,1.150000,1,4,0.118680,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,8192,1.150000,1,5,0.115040,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,build,8192,1.150000,1,6,0.119210,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,8192,1.150000,1,0,0.248180,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,8192,1.150000,1,1,0.233500,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,8192,1.150000,1,2,0.221370,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,8192,1.150000,1,3,0.221130,4870315401550313391,11131921045574106320,0,multiplicative,na
boomphf-rust,lookup,8192,1.150000,1,4,0.204510,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,8192,1.150000,1,0,7.350489,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,8192,1.150000,1,1,7.847690,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,8192,1.150000,1,2,8.132189,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,8192,1.150000,1,3,6.935089,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,8192,1.150000,1,4,7.037570,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,8192,1.150000,1,5,7.723730,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,build,8192,1.150000,1,6,7.130280,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,8192,1.150000,1,0,0.577990,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,8192,1.150000,1,1,0.498660,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,8192,1.150000,1,2,0.433340,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,8192,1.150000,1,3,0.357010,4870315401550313391,11131921045574106320,0,multiplicative,na
bbhash-cpp,lookup,8192,1.150000,1,4,0.323810,4870315401550313391,11131921045574106320,0,multiplicative,na
better-mphf,build,8192,1.150000,1,0,0.384980,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,8192,1.150000,1,1,0.351010,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,8192,1.150000,1,2,0.348050,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,8192,1.150000,1,3,0.349740,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,8192,1.150000,1,4,0.342820,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,8192,1.150000,1,5,0.337170,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,8192,1.150000,1,6,0.346030,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,8192,1.150000,1,0,0.477970,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,8192,1.150000,1,1,0.458630,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,8192,1.150000,1,2,0.393550,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,8192,1.150000,1,3,0.309470,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,8192,1.150000,1,4,0.256450,4870315401550313391,11131921045574106320,0,multiplicative,mul64
